customer_id,recency_days,frequency,monetary_value,average_order_value,last_purchase_date,cluster
15280,172,1,113.12,113.12,2011-06-20 17:14:00,2
15281,59,9,2332.15,259.1277777777778,2011-10-12 09:10:00,2
15286,50,1,240.55,240.55,2011-10-21 11:08:00,2
15287,22,2,486.69,243.345,2011-11-17 15:34:00,2
15288,43,5,2306.52,461.304,2011-10-27 16:58:00,2
15289,29,3,939.78,313.26,2011-11-10 13:49:00,2
15290,5,18,7943.22,441.29,2011-12-05 11:39:00,2
15291,26,15,4668.3,311.22,2011-11-14 11:02:00,2
15292,201,1,180.94,180.94,2011-05-22 15:00:00,2
15296,51,6,3672.86,612.1433333333333,2011-10-20 11:47:00,2
15297,10,3,641.94,213.98,2011-11-29 16:32:00,2
15298,2,12,4799.9,399.9916666666666,2011-12-07 17:17:00,2
15299,67,7,4507.01,643.8585714285715,2011-10-03 14:19:00,2
15300,64,1,496.44,496.44,2011-10-06 17:08:00,2
15301,51,12,5070.35,422.5291666666667,2011-10-20 09:57:00,2
15303,290,1,574.02,574.02,2011-02-22 13:59:00,2
15304,61,8,694.4000000000001,86.80000000000001,2011-10-10 10:23:00,2
15306,64,3,1174.35,391.45,2011-10-06 12:56:00,2
15307,96,1,205.3,205.3,2011-09-05 11:38:00,2
15308,274,1,310.47,310.47,2011-03-10 13:08:00,2
15311,1,91,60767.9,667.7791208791209,2011-12-09 12:00:00,2
15312,75,4,924.85,231.2125,2011-09-25 13:10:00,2
15313,110,1,52.0,52.0,2011-08-21 16:02:00,2
15314,199,1,327.97,327.97,2011-05-24 14:39:00,2
15315,64,2,570.5,285.25,2011-10-06 12:51:00,2
15316,327,1,165.0,165.0,2011-01-17 11:34:00,2
15318,4,1,312.62,312.62,2011-12-06 11:30:00,2
15319,284,1,204.5,204.5,2011-03-01 12:48:00,2
15320,44,1,267.13,267.13,2011-10-26 13:27:00,2
15321,71,3,2748.31,916.1033333333334,2011-09-30 09:40:00,2
15322,86,1,679.68,679.68,2011-09-15 09:34:00,2
15325,104,1,162.29,162.29,2011-08-28 11:55:00,2
15326,334,1,311.71,311.71,2011-01-10 11:38:00,2
15327,53,1,208.75,208.75,2011-10-18 11:55:00,2
15329,39,3,1049.7,349.90000000000003,2011-10-31 15:36:00,2
15330,32,2,714.96,357.48,2011-11-07 17:50:00,2
15332,366,4,1661.06,415.265,2010-12-08 14:43:00,2
15333,208,1,1028.56,1028.56,2011-05-15 13:27:00,2
15334,157,3,351.67,117.22333333333334,2011-07-06 11:22:00,2
15335,54,1,173.97,173.97,2011-10-17 12:50:00,2
15339,66,2,574.07,287.035,2011-10-04 12:51:00,2
15341,81,1,2020.52,2020.52,2011-09-20 09:40:00,2
15342,130,1,406.09,406.09,2011-08-02 10:19:00,2
15343,87,1,364.5,364.5,2011-09-13 13:55:00,2
15344,1,3,563.94,187.98,2011-12-09 10:45:00,2
15345,46,1,393.54,393.54,2011-10-25 11:28:00,2
15346,333,1,252.42,252.42,2011-01-11 11:18:00,2
15347,366,1,201.6,201.6,2010-12-08 15:25:00,2
15348,72,1,158.04,158.04,2011-09-28 13:17:00,2
15349,158,2,473.81,236.905,2011-07-04 16:06:00,2
15350,373,1,115.65,115.65,2010-12-01 13:33:00,2
15351,12,7,1960.11,280.0157142857143,2011-11-27 12:52:00,2
15353,255,2,777.02,388.51,2011-03-30 12:15:00,2
15355,29,2,277.05,138.525,2011-11-10 13:44:00,2
15356,31,10,2766.5,276.65,2011-11-08 13:11:00,2
15358,5,22,8347.2,379.4181818181818,2011-12-05 09:04:00,2
15360,40,1,427.93,427.93,2011-10-31 09:35:00,2
15361,362,1,418.92,418.92,2010-12-13 09:52:00,2
15363,373,1,326.0,326.0,2010-12-02 12:28:00,2
15364,96,2,913.19,456.595,2011-09-05 09:46:00,2
15365,26,7,2314.32,330.6171428571429,2011-11-14 08:29:00,2
15366,75,2,602.51,301.255,2011-09-25 15:01:00,2
15367,57,4,1877.59,469.3975,2011-10-13 14:13:00,2
15368,21,1,446.94000000000005,446.94000000000005,2011-11-18 14:42:00,2
15370,41,7,2386.05,340.86428571428576,2011-10-30 10:58:00,2
15372,137,1,2007.4,2007.4,2011-07-25 16:39:00,2
15373,8,12,2415.91,201.3258333333333,2011-12-01 15:05:00,2
15374,129,1,168.0,168.0,2011-08-03 09:59:00,2
15376,40,3,1233.36,411.12000000000006,2011-10-30 15:04:00,2
15379,169,7,3703.29,529.0414285714286,2011-06-23 13:13:00,2
15380,9,5,1690.2600000000002,338.052,2011-12-01 12:13:00,2
15381,214,2,596.85,298.425,2011-05-10 11:55:00,2
15382,15,6,5955.71,992.6183333333332,2011-11-25 10:58:00,2
15384,170,2,642.41,321.205,2011-06-23 10:57:00,2
15385,40,1,316.88,316.88,2011-10-30 15:11:00,2
15386,186,1,394.14,394.14,2011-06-06 13:47:00,2
15388,270,1,140.54,140.54,2011-03-14 13:53:00,2
15389,172,1,500.0,500.0,2011-06-20 16:18:00,2
15392,5,4,1535.53,383.8825,2011-12-05 11:01:00,2
15393,16,2,231.86,115.93,2011-11-23 16:48:00,2
15394,10,4,2183.54,545.885,2011-11-30 11:49:00,2
15395,326,1,107.45,107.45,2011-01-18 12:40:00,2
15396,113,1,288.18,288.18,2011-08-19 10:56:00,2
15397,290,1,94.0,94.0,2011-02-23 09:25:00,2
15398,16,2,1345.53,672.765,2011-11-23 16:47:00,2
15399,1,3,815.77,271.92333333333335,2011-12-08 13:04:00,2
15400,92,5,716.2,143.24,2011-09-08 13:57:00,2
15402,149,2,626.77,313.385,2011-07-14 12:17:00,2
15405,189,1,349.1,349.1,2011-06-03 14:44:00,2
15406,31,2,510.71,255.355,2011-11-08 13:22:00,2
15407,34,4,1056.44,264.11,2011-11-06 11:55:00,2
15408,264,1,267.18,267.18,2011-03-20 15:02:00,2
15410,84,8,3450.84,431.355,2011-09-16 14:47:00,2
15411,26,4,1358.88,339.72,2011-11-13 15:19:00,2
15412,171,1,190.53,190.53,2011-06-21 15:24:00,2
15414,10,3,774.9000000000001,258.3,2011-11-30 09:50:00,2
15415,313,1,572.8100000000001,572.8100000000001,2011-01-30 14:13:00,2
15416,65,4,3984.32,996.08,2011-10-06 09:38:00,2
15417,85,1,508.8,508.8,2011-09-15 15:26:00,2
15419,25,1,135.86,135.86,2011-11-15 09:23:00,2
15421,59,4,950.36,237.59,2011-10-12 09:20:00,2
15422,323,2,97.7,48.85,2011-01-20 16:17:00,2
15423,38,1,43.5,43.5,2011-11-01 14:01:00,2
15424,254,2,383.34,191.67,2011-03-30 13:02:00,2
15426,19,5,1447.39,289.478,2011-11-20 15:36:00,2
15427,33,3,1483.14,494.38000000000005,2011-11-06 14:29:00,2
15428,15,1,93.78,93.78,2011-11-24 16:54:00,2
15429,27,2,397.35,198.675,2011-11-13 12:28:00,2
15432,23,1,171.19,171.19,2011-11-16 16:30:00,2
15433,214,2,533.3,266.65,2011-05-10 10:45:00,2
15434,8,5,1041.48,208.296,2011-12-01 13:33:00,2
15435,22,1,149.29,149.29,2011-11-17 16:39:00,2
15436,12,3,1122.53,374.1766666666667,2011-11-27 16:05:00,2
15437,262,1,200.16,200.16,2011-03-22 13:11:00,2
15438,131,1,156.57999999999998,156.57999999999998,2011-07-31 14:19:00,2
15440,55,3,383.68,127.89333333333332,2011-10-16 12:16:00,2
15442,249,1,594.0,594.0,2011-04-05 12:24:00,2
15443,2,7,3236.91,462.4157142857143,2011-12-08 10:40:00,2
15444,9,2,1418.26,709.13,2011-11-30 17:37:00,2
15445,264,1,113.5,113.5,2011-03-20 15:06:00,2
15447,331,1,155.17,155.17,2011-01-13 11:26:00,2
15448,313,1,494.64,494.64,2011-01-31 10:42:00,2
15449,26,3,974.52,324.84,2011-11-13 15:02:00,2
15450,30,1,429.84,429.84,2011-11-09 17:11:00,2
15452,30,3,538.73,179.57666666666668,2011-11-10 12:13:00,2
15453,2,7,1388.37,198.3385714285714,2011-12-08 10:59:00,2
15454,362,1,179.1,179.1,2010-12-12 14:21:00,2
15456,283,3,447.22,149.07333333333335,2011-03-01 13:51:00,2
15457,262,1,237.07,237.07,2011-03-22 15:31:00,2
15458,25,1,161.64,161.64,2011-11-14 13:08:00,2
15460,354,1,216.76,216.76,2010-12-20 16:08:00,2
15462,94,3,234.6,78.2,2011-09-06 13:11:00,2
15463,29,1,126.14,126.14,2011-11-10 12:57:00,2
15464,338,1,1048.85,1048.85,2011-01-05 15:56:00,2
15465,20,18,7354.62,408.59,2011-11-20 10:11:00,2
15466,85,1,334.53,334.53,2011-09-15 14:08:00,2
15467,9,3,524.88,174.96,2011-11-30 14:17:00,2
15468,51,2,467.51,233.755,2011-10-19 13:49:00,2
15469,50,2,538.55,269.275,2011-10-20 16:21:00,2
15471,2,1,469.48,469.48,2011-12-07 14:12:00,2
15472,113,1,371.56,371.56,2011-08-18 15:17:00,2
15473,14,7,1771.2,253.02857142857144,2011-11-25 15:15:00,2
15475,77,1,454.11,454.11,2011-09-23 15:20:00,2
15478,40,2,1441.42,720.71,2011-10-30 14:19:00,2
15480,116,1,905.5,905.5,2011-08-15 14:32:00,2
15482,16,12,11054.96,921.2466666666666,2011-11-24 10:46:00,2
15483,161,4,233.81,58.4525,2011-07-01 13:07:00,2
15484,1,4,3594.31,898.5775,2011-12-08 15:03:00,2
15485,30,3,2575.0,858.3333333333334,2011-11-09 14:31:00,2
15488,93,1,91.32,91.32,2011-09-08 10:11:00,2
15489,23,3,1134.28,378.0933333333333,2011-11-17 08:53:00,2
15491,95,6,3100.09,516.6816666666667,2011-09-05 15:56:00,2
15492,28,2,659.4599999999999,329.73,2011-11-11 14:53:00,2
15493,33,5,2001.8,400.36,2011-11-07 12:04:00,2
15494,21,2,1299.23,649.615,2011-11-18 14:51:00,2
15497,18,2,1262.2,631.1,2011-11-22 11:51:00,2
15498,3,27,13316.4,493.2,2011-12-07 12:48:00,2
15500,8,4,1131.56,282.89,2011-12-01 13:47:00,2
15502,16,12,10384.93,865.4108333333334,2011-11-24 12:48:00,2
15503,363,1,147.09,147.09,2010-12-12 10:57:00,2
15504,81,1,52.83,52.83,2011-09-19 13:45:00,2
15505,53,5,3610.96,722.192,2011-10-18 07:56:00,2
15506,23,3,979.26,326.42,2011-11-17 12:11:00,2
15507,172,1,492.36,492.36,2011-06-21 11:19:00,2
15508,189,6,1000.27,166.71166666666667,2011-06-03 15:43:00,2
15510,331,1,250.0,250.0,2011-01-13 12:10:00,2
15511,12,5,909.23,181.846,2011-11-28 09:43:00,2
15512,156,2,121.0,60.5,2011-07-07 10:20:00,2
15513,33,19,14758.22,776.7484210526317,2011-11-06 14:36:00,2
15514,12,11,4139.46,376.3145454545455,2011-11-27 14:40:00,2
15516,45,3,62.43,20.81,2011-10-26 10:51:00,2
15517,233,1,267.03,267.03,2011-04-20 14:02:00,2
15518,64,8,1942.45,242.80625,2011-10-06 13:05:00,2
15520,2,1,343.5,343.5,2011-12-08 10:58:00,2
15521,40,8,3000.2,375.025,2011-10-30 13:42:00,2
15522,33,2,398.84,199.42,2011-11-07 11:26:00,2
15523,84,1,412.0100000000001,412.0100000000001,2011-09-16 16:29:00,2
15524,25,1,440.0,440.0,2011-11-15 12:09:00,2
15525,2,3,825.92,275.3066666666667,2011-12-07 14:43:00,2
15526,33,2,148.44,74.22,2011-11-06 15:04:00,2
15527,19,8,2429.78,303.7225,2011-11-21 12:17:00,2
15528,254,1,229.33,229.33,2011-03-30 16:14:00,2
15529,23,11,3995.23,363.20272727272726,2011-11-17 11:29:00,2
15530,22,4,1502.35,375.5875,2011-11-18 12:25:00,2
15531,8,2,2007.44,1003.72,2011-12-01 18:43:00,2
15532,25,4,1580.93,395.2325,2011-11-14 14:51:00,2
15533,19,3,807.57,269.19,2011-11-20 15:35:00,2
15535,173,4,536.4,134.1,2011-06-19 16:02:00,2
15537,163,1,110.92,110.92,2011-06-29 13:10:00,2
15539,7,1,538.46,538.46,2011-12-02 13:36:00,2
15540,11,1,213.3,213.3,2011-11-28 13:51:00,2
15541,114,1,85.13000000000001,85.13000000000001,2011-08-17 14:58:00,2
15543,288,1,127.86,127.86,2011-02-24 15:26:00,2
15544,9,9,3546.71,394.0788888888889,2011-11-30 16:43:00,2
15545,54,2,292.72,146.36,2011-10-16 13:24:00,2
15547,7,14,4954.84,353.9171428571429,2011-12-02 12:52:00,2
15549,77,3,1693.26,564.42,2011-09-23 16:22:00,2
15550,4,4,575.63,143.9075,2011-12-05 15:38:00,2
15551,37,1,436.06,436.06,2011-11-03 12:37:00,2
15552,217,1,90.12,90.12,2011-05-06 14:47:00,2
15553,60,1,437.23,437.23,2011-10-10 14:02:00,2
15554,278,1,217.2,217.2,2011-03-07 09:00:00,2
15555,12,16,4805.17,300.323125,2011-11-27 16:19:00,2
15556,24,1,279.77,279.77,2011-11-15 16:08:00,2
15557,29,1,473.65,473.65,2011-11-11 12:46:00,2
15561,12,4,800.59,200.1475,2011-11-28 11:07:00,2
15562,352,1,134.55,134.55,2010-12-23 09:55:00,2
15563,22,4,1400.44,350.11,2011-11-17 14:50:00,2
15565,50,2,173.16,86.58,2011-10-20 14:33:00,2
15567,19,1,186.01,186.01,2011-11-21 10:48:00,2
15568,3,3,758.29,252.7633333333333,2011-12-07 11:27:00,2
15569,104,5,1375.71,275.142,2011-08-28 10:15:00,2
15570,7,12,4165.52,347.1266666666667,2011-12-02 14:47:00,2
15571,12,4,650.4300000000001,162.60750000000002,2011-11-28 10:02:00,2
15572,5,7,2552.86,364.69428571428574,2011-12-05 10:09:00,2
15573,32,2,607.45,303.725,2011-11-08 11:38:00,2
15574,178,4,702.25,175.5625,2011-06-15 12:01:00,2
15576,38,1,940.67,940.67,2011-11-02 12:03:00,2
15577,151,3,258.88,86.29333333333334,2011-07-11 17:03:00,2
15578,162,1,127.1,127.1,2011-06-30 13:03:00,2
15579,69,2,348.6,174.3,2011-10-02 12:45:00,2
15581,121,13,3679.97,283.0746153846154,2011-08-11 09:38:00,2
15582,25,3,682.9100000000001,227.63666666666668,2011-11-15 09:55:00,2
15584,24,4,725.11,181.2775,2011-11-16 10:55:00,2
15585,177,1,455.3,455.3,2011-06-16 08:38:00,2
15587,50,4,913.68,228.42,2011-10-20 13:37:00,2
15589,256,3,478.53,159.51000000000002,2011-03-29 09:54:00,2
15592,47,1,388.58,388.58,2011-10-24 08:59:00,2
15593,71,1,199.8,199.8,2011-09-30 11:46:00,2
15594,16,5,1771.78,354.356,2011-11-24 08:53:00,2
15596,101,5,1406.59,281.318,2011-08-31 10:55:00,2
15597,35,1,324.57,324.57,2011-11-04 13:26:00,2
15598,53,1,240.68,240.68,2011-10-17 16:04:00,2
15599,27,2,761.74,380.87,2011-11-13 11:44:00,2
15601,11,14,6776.56,484.04,2011-11-28 15:15:00,2
15602,8,9,1297.87,144.20777777777778,2011-12-01 14:14:00,2
15603,79,1,48.48,48.48,2011-09-22 10:04:00,2
15604,52,1,216.39,216.39,2011-10-18 14:47:00,2
15605,36,5,1198.23,239.646,2011-11-03 14:17:00,2
15606,61,9,2920.16,324.4622222222222,2011-10-09 15:47:00,2
15607,337,1,104.76,104.76,2011-01-07 12:44:00,2
15608,28,4,1093.68,273.42,2011-11-11 13:20:00,2
15609,184,1,298.48,298.48,2011-06-08 13:00:00,2
15610,52,1,112.46,112.46,2011-10-19 10:36:00,2
15611,10,13,1591.45,122.41923076923078,2011-11-30 12:36:00,2
15612,36,2,195.15,97.575,2011-11-03 14:52:00,2
15615,10,23,10399.74,452.1626086956522,2011-11-29 14:42:00,2
15618,33,4,776.851,194.21275,2011-11-07 08:34:00,2
15619,11,1,336.40000000000003,336.40000000000003,2011-11-29 08:14:00,2
15620,57,3,1553.18,517.7266666666667,2011-10-14 12:41:00,2
15621,4,4,1293.03,323.2575,2011-12-05 14:01:00,2
15622,43,9,3709.56,412.17333333333335,2011-10-27 16:44:00,2
15623,141,1,301.03,301.03,2011-07-21 17:26:00,2
15624,117,4,588.13,147.0325,2011-08-15 11:38:00,2
15625,104,4,1534.26,383.565,2011-08-28 10:21:00,2
15626,75,2,675.8,337.9,2011-09-26 10:03:00,2
15628,5,9,2870.24,318.9155555555556,2011-12-05 10:24:00,2
15630,45,2,1186.35,593.175,2011-10-25 15:36:00,2
15632,16,8,3285.31,410.66375,2011-11-24 09:51:00,2
15634,17,1,243.55,243.55,2011-11-22 16:28:00,2
15636,90,2,724.76,362.38,2011-09-11 11:17:00,2
15637,53,1,223.36,223.36,2011-10-18 08:28:00,2
15639,134,1,425.32,425.32,2011-07-28 14:30:00,2
15640,4,15,12515.66,834.3773333333334,2011-12-05 14:35:00,2
15641,105,4,1887.2,471.8,2011-08-26 14:04:00,2
15643,192,3,664.0,221.33333333333331,2011-06-01 07:38:00,2
15644,166,4,813.0,203.25,2011-06-26 14:54:00,2
15645,19,1,612.01,612.01,2011-11-21 11:55:00,2
15646,158,3,447.64,149.21333333333334,2011-07-05 09:53:00,2
15648,204,2,657.35,328.675,2011-05-19 15:53:00,2
15649,336,2,816.0,408.0,2011-01-07 13:34:00,2
15651,37,3,646.3,215.4333333333333,2011-11-03 08:41:00,2
15652,91,1,337.74,337.74,2011-09-09 14:22:00,2
15653,93,2,877.4399999999999,438.72,2011-09-08 10:49:00,2
15654,9,2,922.53,461.265,2011-11-30 13:08:00,2
15655,243,1,560.67,560.67,2011-04-10 15:25:00,2
15656,45,4,748.5,187.125,2011-10-25 14:56:00,2
15657,23,1,30.0,30.0,2011-11-17 12:19:00,2
15658,190,5,1024.1,204.82,2011-06-02 15:22:00,2
15659,44,1,306.45,306.45,2011-10-27 09:23:00,2
15660,25,9,1600.86,177.8733333333333,2011-11-14 16:58:00,2
15661,317,2,309.8,154.9,2011-01-26 13:56:00,2
15663,106,1,138.14,138.14,2011-08-25 15:50:00,2
15664,51,1,386.43,386.43,2011-10-20 10:57:00,2
15665,168,2,2242.01,1121.005,2011-06-24 14:57:00,2
15667,40,1,301.32,301.32,2011-10-31 10:56:00,2
15668,218,1,76.32000000000001,76.32000000000001,2011-05-06 10:39:00,2
15669,40,4,684.34,171.085,2011-10-30 16:03:00,2
15670,297,1,173.05,173.05,2011-02-16 10:50:00,2
15671,19,7,2657.13,379.59,2011-11-21 12:43:00,2
15673,88,4,2881.02,720.255,2011-09-12 16:12:00,2
15674,73,5,2446.6,489.32,2011-09-27 15:17:00,2
15675,81,3,323.69,107.89666666666666,2011-09-19 13:48:00,2
15676,19,3,3435.76,1145.253333333333,2011-11-21 12:40:00,2
15677,49,1,657.23,657.23,2011-10-21 15:36:00,2
15678,53,1,352.7,352.7,2011-10-18 09:25:00,2
15679,24,4,781.28,195.32,2011-11-15 16:19:00,2
15680,9,3,1333.68,444.56,2011-11-30 13:46:00,2
15681,25,5,1426.16,285.232,2011-11-14 16:30:00,2
15683,117,1,193.75,193.75,2011-08-14 12:56:00,2
15687,9,9,2993.1,332.56666666666666,2011-12-01 08:33:00,2
15689,120,2,254.1,127.05,2011-08-12 09:37:00,2
15690,4,2,239.76,119.88,2011-12-05 15:59:00,2
15691,252,1,136.8,136.8,2011-04-01 15:13:00,2
15692,28,1,191.04,191.04,2011-11-11 14:12:00,2
15694,1,14,6479.4,462.8142857142857,2011-12-09 09:44:00,2
15695,267,2,409.98,204.99,2011-03-18 08:32:00,2
15696,33,8,2736.46,342.0575,2011-11-06 14:02:00,2
15699,18,1,309.65,309.65,2011-11-22 08:26:00,2
15700,172,2,696.68,348.34,2011-06-20 16:53:00,2
15701,2,4,1542.14,385.535,2011-12-07 14:39:00,2
15703,265,1,211.5,211.5,2011-03-20 10:51:00,2
15704,140,4,2293.62,573.405,2011-07-22 13:35:00,2
15705,201,1,143.1,143.1,2011-05-22 15:37:00,2
15706,64,4,1060.56,265.14,2011-10-07 10:09:00,2
15707,35,4,945.58,236.395,2011-11-04 14:35:00,2
15708,41,7,3364.24,480.6057142857143,2011-10-30 10:54:00,2
15709,284,1,133.25,133.25,2011-03-01 10:38:00,2
15712,9,5,1072.36,214.47200000000004,2011-11-30 14:09:00,2
15713,143,2,356.7,178.35,2011-07-19 13:34:00,2
15714,12,2,330.88,165.44,2011-11-28 11:26:00,2
15716,146,4,1118.81,279.7025,2011-07-17 11:59:00,2
15717,234,1,150.3,150.3,2011-04-19 13:21:00,2
15719,33,13,5045.61,388.1238461538461,2011-11-07 12:29:00,2
15720,24,1,598.73,598.73,2011-11-15 14:48:00,2
15721,12,1,507.08,507.08,2011-11-28 12:14:00,2
15722,36,5,2222.56,444.512,2011-11-04 11:43:00,2
15723,365,1,203.1,203.1,2010-12-10 11:12:00,2
15724,201,2,218.25,109.125,2011-05-22 14:40:00,2
15725,15,1,415.25,415.25,2011-11-24 14:51:00,2
15727,17,7,5178.96,739.8514285714285,2011-11-23 12:36:00,2
15729,213,1,85.0,85.0,2011-05-11 12:36:00,2
15730,66,3,1120.88,373.6266666666667,2011-10-05 12:31:00,2
15732,212,2,294.12,147.06,2011-05-11 14:24:00,2
15733,283,1,162.3,162.3,2011-03-02 09:05:00,2
15734,115,2,1339.45,669.725,2011-08-17 10:50:00,2
15737,15,8,1205.12,150.64,2011-11-25 11:21:00,2
15738,19,16,4812.42,300.77625,2011-11-21 08:26:00,2
15739,66,1,449.12,449.12,2011-10-04 13:42:00,2
15740,49,1,154.88,154.88,2011-10-21 14:29:00,2
15743,16,4,784.46,196.115,2011-11-23 17:19:00,2
15744,78,1,34.8,34.8,2011-09-23 09:52:00,2
15745,19,4,1094.59,273.6475,2011-11-20 13:45:00,2
15746,134,1,196.88,196.88,2011-07-28 15:21:00,2
15747,13,3,974.04,324.68,2011-11-27 12:26:00,2
15748,40,1,149.31,149.31,2011-10-30 12:51:00,2
15749,235,3,44534.3,14844.766666666668,2011-04-18 13:20:00,2
15750,3,8,2465.48,308.185,2011-12-07 12:34:00,2
15752,40,7,2637.38,376.7685714285714,2011-10-31 11:37:00,2
15753,305,1,79.2,79.2,2011-02-08 12:41:00,2
15754,51,3,458.57,152.85666666666663,2011-10-19 14:40:00,2
15755,10,6,2364.25,394.0416666666667,2011-11-29 14:57:00,2
15756,61,4,532.96,133.24,2011-10-09 13:30:00,2
15757,66,2,714.42,357.21,2011-10-05 12:14:00,2
15758,25,1,205.25,205.25,2011-11-15 10:48:00,2
15759,218,3,253.04,84.34666666666666,2011-05-05 15:13:00,2
15762,65,2,583.75,291.875,2011-10-05 16:15:00,2
15763,32,2,1086.92,543.46,2011-11-08 09:44:00,2
15764,88,6,3279.97,546.6616666666666,2011-09-12 17:58:00,2
15766,64,1,315.06,315.06,2011-10-06 17:03:00,2
15768,116,3,621.8299999999999,207.27666666666664,2011-08-16 10:48:00,2
15769,7,26,56252.72,2163.566153846154,2011-12-02 13:52:00,2
15773,6,1,635.6800000000001,635.6800000000001,2011-12-04 12:48:00,2
15774,69,1,270.8,270.8,2011-10-02 12:04:00,2
15775,245,1,104.9,104.9,2011-04-08 12:56:00,2
15776,133,1,241.62,241.62,2011-07-29 13:46:00,2
15777,241,4,1047.11,261.7775,2011-04-12 16:43:00,2
15780,184,3,475.28,158.42666666666668,2011-06-09 12:01:00,2
15781,25,3,345.46,115.15333333333332,2011-11-14 14:57:00,2
15782,10,3,2614.74,871.58,2011-11-30 10:49:00,2
15783,11,1,246.3,246.3,2011-11-29 09:50:00,2
15785,33,5,2328.9700000000003,465.794,2011-11-07 11:33:00,2
15786,46,3,4932.2,1644.0666666666666,2011-10-24 14:13:00,2
15787,26,3,948.05,316.01666666666665,2011-11-13 14:55:00,2
15789,358,1,351.3,351.3,2010-12-16 14:35:00,2
15790,10,1,220.85,220.85,2011-11-29 14:53:00,2
15791,44,2,1612.69,806.345,2011-10-27 10:14:00,2
15793,15,3,965.61,321.87,2011-11-25 09:31:00,2
15795,150,1,610.01,610.01,2011-07-13 10:43:00,2
15796,1,8,2711.56,338.945,2011-12-08 19:55:00,2
15797,113,4,2207.4,551.85,2011-08-18 17:04:00,2
15799,76,3,884.14,294.7133333333333,2011-09-25 12:46:00,2
15800,107,2,699.08,349.54,2011-08-24 14:23:00,2
15801,46,3,1063.95,354.65000000000003,2011-10-24 13:52:00,2
15802,143,1,451.42,451.42,2011-07-20 11:38:00,2
15803,51,1,415.8200000000001,415.8200000000001,2011-10-19 14:56:00,2
15804,1,13,4206.39,323.5684615384616,2011-12-09 12:31:00,2
15805,23,17,5528.4800000000005,325.204705882353,2011-11-16 16:32:00,2
15806,46,3,784.58,261.5266666666667,2011-10-24 14:35:00,2
15807,50,3,903.9,301.3,2011-10-20 14:10:00,2
15808,306,4,3734.97,933.7425,2011-02-06 14:33:00,2
15809,36,5,515.77,103.154,2011-11-03 16:40:00,2
15810,79,4,1391.98,347.995,2011-09-22 09:38:00,2
15811,22,6,2218.62,369.77,2011-11-17 15:31:00,2
15812,107,5,1801.14,360.228,2011-08-24 14:19:00,2
15813,208,2,1303.91,651.9549999999999,2011-05-16 08:13:00,2
15814,17,4,1945.33,486.3325,2011-11-23 08:17:00,2
15815,64,5,2100.6,420.12,2011-10-07 12:42:00,2
15819,49,4,1905.45,476.3625,2011-10-21 14:50:00,2
15820,320,1,206.98,206.98,2011-01-24 12:00:00,2
15821,44,2,570.96,285.48,2011-10-26 15:48:00,2
15822,3,2,885.47,442.735,2011-12-06 14:50:00,2
15823,372,1,15.0,15.0,2010-12-02 15:08:00,2
15825,172,1,532.94,532.94,2011-06-20 13:27:00,2
15826,56,3,1654.31,551.4366666666666,2011-10-14 16:05:00,2
15827,73,14,1836.09,131.14928571428572,2011-09-27 15:35:00,2
15829,99,2,636.14,318.07,2011-09-01 16:45:00,2
15830,38,1,576.0,576.0,2011-11-02 10:40:00,2
15831,58,3,801.76,267.25333333333333,2011-10-12 13:14:00,2
15832,254,1,836.79,836.79,2011-03-30 15:29:00,2
15834,70,4,2233.75,558.4375,2011-09-30 14:41:00,2
15835,44,4,954.09,238.5225,2011-10-26 15:47:00,2
15836,50,1,137.37,137.37,2011-10-20 17:13:00,2
15837,65,1,391.98,391.98,2011-10-06 09:01:00,2
15838,11,19,33643.08,1770.6884210526316,2011-11-28 14:00:00,2
15839,33,3,1048.49,349.49666666666667,2011-11-06 13:54:00,2
15840,59,2,355.56,177.78,2011-10-12 09:08:00,2
15841,73,4,1224.06,306.015,2011-09-28 12:15:00,2
15843,304,1,118.95000000000002,118.95000000000002,2011-02-09 10:19:00,2
15844,46,1,130.73999999999998,130.73999999999998,2011-10-24 15:19:00,2
15845,18,8,3711.77,463.97125,2011-11-22 09:42:00,2
15847,38,2,389.27,194.635,2011-11-01 14:41:00,2
15850,19,2,238.85,119.425,2011-11-20 14:14:00,2
15852,187,2,160.71,80.355,2011-06-06 11:22:00,2
15853,52,1,110.8,110.8,2011-10-19 10:38:00,2
15854,4,12,2974.65,247.8875,2011-12-05 13:39:00,2
15855,137,5,712.24,142.448,2011-07-26 10:20:00,2
15856,4,27,16387.57,606.947037037037,2011-12-05 17:09:00,2
15857,19,1,297.0,297.0,2011-11-21 12:18:00,2
15858,16,5,1438.85,287.77,2011-11-24 12:48:00,2
15860,41,8,977.21,122.15125,2011-10-30 11:25:00,2
15861,12,8,3165.36,395.67,2011-11-27 15:59:00,2
15862,8,4,832.88,208.22,2011-12-01 13:28:00,2
15863,26,2,68.84,34.42,2011-11-14 12:49:00,2
15864,22,6,1936.32,322.72,2011-11-17 13:32:00,2
15865,41,3,895.13,298.37666666666667,2011-10-30 12:43:00,2
15866,101,1,230.53,230.53,2011-08-30 14:09:00,2
15867,5,15,3812.64,254.176,2011-12-04 13:32:00,2
15869,277,2,149.64,74.82,2011-03-07 17:23:00,2
15870,33,1,354.09000000000003,354.09000000000003,2011-11-07 10:58:00,2
15872,15,2,360.93,180.465,2011-11-25 11:55:00,2
